revision_count,average_score,days_since_learning,days_since_last_revision,topic_complexity,retention_score
10,1.02,298,168,6,0.0
13,5.28,132,117,2,0.0
3,5.91,98,114,3,0.0
0,2.51,11,72,6,0.0
16,8.98,205,118,3,0.0
18,8.99,206,52,3,58.47
2,2.74,31,160,6,0.0
17,7.72,78,45,5,60.66
11,2.24,234,35,8,29.72
17,1.99,214,123,3,0.0
5,2.52,22,71,8,0.0
13,2.61,287,109,3,0.0
4,7.87,288,115,7,0.0
16,6.21,294,151,2,0.0
10,1.39,325,68,5,0.0
2,1.96,299,1,10,48.879999999999995
14,1.12,127,178,10,0.0
20,1.81,224,54,2,44.43000000000001
4,6.13,189,78,4,0.0
20,9.89,221,16,2,100.0
0,4.87,175,168,10,0.0
14,4.46,160,171,1,0.0
18,8.12,64,38,3,83.86000000000001
19,7.24,345,178,2,0.0
19,2.75,17,159,7,0.0
19,6.3,286,6,8,100.0
1,2.78,329,108,2,0.0
10,7.57,17,25,5,65.21000000000001
13,8.89,19,37,7,57.170000000000016
7,6.9,345,94,7,0.0
12,7.77,194,84,1,0.0
18,1.8,42,107,4,0.0
19,3.62,180,24,8,95.86000000000001
6,2.79,100,61,5,0.0
11,2.35,41,176,7,0.0
0,5.13,223,1,2,60.39
12,4.53,136,153,10,0.0
11,4.45,192,11,2,93.35
13,1.8,328,6,2,100.0
0,9.59,63,130,8,0.0
3,8.81,303,16,8,47.43000000000001
15,5.66,25,142,3,0.0
9,9.49,133,101,7,0.0
19,5.97,224,66,9,17.409999999999997
11,1.4,34,176,4,0.0
11,5.74,93,113,4,0.0
10,7.65,289,9,8,92.95
17,5.44,274,78,5,0.0
2,8.34,263,133,7,0.0
0,1.18,90,18,5,10.04
9,3.88,275,176,6,0.0
3,9.86,323,25,5,37.08
3,7.05,285,138,4,0.0
6,8.82,216,147,10,0.0
15,3.08,68,48,4,32.24000000000001
4,1.0,310,95,1,0.0
0,7.19,118,54,1,0.0
6,1.24,102,140,10,0.0
14,2.3,236,95,8,0.0
15,7.16,145,138,7,0.0
8,2.27,178,148,10,0.0
15,1.11,109,79,1,0.0
3,2.15,79,0,2,68.45
4,8.64,54,173,4,0.0
5,6.62,79,138,8,0.0
20,7.15,301,126,9,0.0
9,2.24,359,129,5,0.0
15,6.83,66,134,10,0.0
11,1.45,259,69,1,0.0
4,1.37,13,151,2,0.0
11,1.66,192,0,2,100.0
16,9.63,216,141,1,0.0
15,7.42,157,79,4,0.0
2,6.01,81,168,9,0.0
10,6.3,2,90,9,0.0
16,6.87,224,54,1,41.110000000000014
1,7.38,171,69,10,0.0
12,1.33,338,54,2,2.989999999999995
12,6.27,322,149,3,0.0
16,4.32,129,112,8,0.0
18,3.35,42,51,3,43.55000000000001
6,1.49,73,171,1,0.0
9,5.21,357,7,5,89.13
16,9.14,74,70,9,3.920000000000016
8,4.41,289,92,9,0.0
12,3.3,220,157,8,0.0
9,3.02,328,25,4,48.06
4,9.52,165,61,9,0.0
0,9.88,186,64,7,0.0
10,1.27,284,176,10,0.0
11,3.14,236,146,2,0.0
13,1.77,2,71,5,0.0
9,5.98,60,180,10,0.0
3,5.1,220,34,5,4.799999999999997
13,2.07,266,38,6,36.209999999999994
6,8.78,22,135,1,0.0
10,7.59,294,157,1,0.0
18,6.97,206,58,9,31.409999999999997
1,6.26,182,46,5,0.0
2,2.02,2,158,4,0.0
7,9.65,352,152,9,0.0
20,2.05,215,70,7,5.650000000000006
14,1.22,144,13,5,90.16
7,3.73,210,107,7,0.0
4,3.19,261,101,6,0.0
12,1.26,225,45,7,13.280000000000001
4,5.91,296,82,8,0.0
3,8.26,162,118,8,0.0
13,9.54,229,137,4,0.0
20,7.08,230,40,2,88.24000000000001
7,6.95,251,128,9,0.0
2,1.48,159,55,4,0.0
7,9.27,258,137,4,0.0
10,7.7,158,130,4,0.0
2,5.14,302,23,3,24.92
8,1.64,249,147,8,0.0
8,9.86,357,120,2,0.0
9,2.11,65,154,8,0.0
12,1.21,309,164,8,0.0
11,8.09,101,114,2,0.0
18,4.58,194,119,5,0.0
19,7.86,320,61,6,37.58000000000001
4,8.58,63,78,9,0.0
7,9.88,184,85,4,0.0
7,8.72,352,117,10,0.0
13,2.78,191,116,8,0.0
2,6.76,99,156,2,0.0
6,4.03,41,174,6,0.0
14,5.87,106,159,5,0.0
9,8.84,131,107,2,0.0
5,4.02,27,175,8,0.0
18,2.52,256,91,4,0.0
12,7.22,68,127,8,0.0
16,1.02,345,117,2,0.0
0,8.82,241,81,1,0.0
14,4.62,223,33,8,55.860000000000014
3,9.53,203,157,7,0.0
1,9.65,69,100,2,0.0
12,9.26,293,0,4,100.0
8,5.14,48,11,1,81.92
19,2.07,71,94,7,0.0
8,8.95,220,8,3,96.35
8,1.12,221,49,1,0.0
11,7.79,61,88,8,0.0
12,2.65,336,38,2,38.95
10,6.31,103,128,4,0.0
7,6.98,174,33,8,27.939999999999998
16,9.82,327,145,7,0.0
13,2.03,211,127,1,0.0
10,9.53,299,46,6,27.590000000000003
16,3.96,196,159,2,0.0
9,7.14,83,126,5,0.0
10,8.63,133,149,4,0.0
6,7.8,24,114,5,0.0
20,9.47,282,91,3,0.0
10,2.67,312,178,10,0.0
11,3.19,61,31,3,48.06999999999999
6,2.36,179,145,1,0.0
7,2.05,251,68,5,0.0
5,2.96,84,111,9,0.0
18,3.85,10,123,4,0.0
3,1.78,203,38,8,0.0
0,1.9,223,23,6,0.7000000000000028
12,2.59,211,110,6,0.0
10,7.03,354,107,3,0.0
13,1.54,2,52,4,9.620000000000005
14,8.4,260,82,4,0.0
8,1.55,277,78,8,0.0
0,6.84,146,72,7,0.0
5,5.83,261,136,5,0.0
5,2.32,259,150,1,0.0
1,6.15,184,45,1,0.0
8,3.36,214,68,10,0.0
1,5.94,20,162,8,0.0
7,5.71,218,26,1,48.629999999999995
12,9.21,284,163,6,0.0
18,4.98,172,80,7,0.0
9,4.8,102,88,7,0.0
16,8.95,165,129,1,0.0
7,7.0,330,119,5,0.0
11,3.53,14,46,9,10.090000000000003
20,9.64,213,11,7,100.0
6,4.64,241,24,8,33.92
19,5.66,340,151,3,0.0
17,5.17,217,169,5,0.0
4,3.07,263,133,10,0.0
3,6.77,225,121,8,0.0
6,3.9,65,149,10,0.0
10,9.9,157,119,4,0.0
19,6.3,118,60,2,40.900000000000006
10,3.81,231,156,9,0.0
13,8.27,266,36,9,54.31
17,7.79,172,72,6,5.3700000000000045
0,1.61,305,12,5,23.33
4,2.65,314,23,10,16.950000000000003
2,2.95,71,111,6,0.0
6,5.0,104,24,6,38.0
2,3.09,77,143,5,0.0
2,5.92,315,39,3,0.0
12,1.59,309,56,9,0.0
10,5.63,60,24,6,59.89
11,6.11,136,3,7,100.0
15,4.12,192,154,6,0.0
13,6.67,167,97,7,0.0
14,5.24,295,151,10,0.0
4,2.69,282,109,2,0.0
8,4.96,311,29,2,43.879999999999995
14,6.19,100,33,10,57.56999999999999
0,2.03,27,74,8,0.0
9,6.5,64,88,2,0.0
17,4.05,154,55,1,35.650000000000006
14,2.78,272,154,7,0.0
17,8.47,84,92,7,0.0
11,4.75,353,54,9,0.0
9,6.83,337,168,5,0.0
10,4.2,230,43,8,14.599999999999994
15,9.83,146,7,6,100.0
16,4.04,136,32,6,69.12
0,1.28,50,108,4,0.0
16,3.22,243,142,3,0.0
14,1.6,348,49,9,13.299999999999997
3,6.66,96,8,1,67.48
8,6.83,113,103,3,0.0
18,5.38,330,121,4,0.0
5,9.44,32,52,1,0.0
2,7.17,339,14,3,49.00999999999999
3,2.98,235,51,5,0.0
7,7.76,203,16,1,74.78
7,6.73,330,93,6,0.0
5,5.3,95,132,9,0.0
7,9.72,113,13,7,77.66
16,5.36,267,103,3,0.0
5,4.69,54,176,9,0.0
6,2.51,123,119,5,0.0
10,8.06,27,94,7,0.0
6,5.28,76,117,6,0.0
14,9.97,84,145,1,0.0
4,4.22,154,133,10,0.0
0,4.11,25,163,4,0.0
15,2.43,284,112,3,0.0
5,8.86,111,127,9,0.0
10,2.89,86,152,9,0.0
9,2.86,31,36,8,19.58
17,2.83,67,106,1,0.0
12,1.66,93,118,5,0.0
2,3.36,201,116,1,0.0
13,3.14,219,14,3,91.92
11,8.65,352,80,4,0.0
8,7.01,157,54,6,0.0
17,9.84,330,123,3,0.0
9,6.95,7,162,9,0.0
14,5.07,62,3,7,100.0
15,5.34,270,105,9,0.0
11,3.56,108,88,4,0.0
19,3.86,244,19,6,100.0
5,6.23,27,99,10,0.0
4,5.75,76,12,10,48.25
1,7.98,17,169,9,0.0
12,2.69,94,40,6,29.069999999999993
17,8.97,198,133,3,0.0
6,7.41,239,60,9,0.0
6,7.23,133,78,3,0.0
0,9.07,166,175,6,0.0
2,7.45,14,119,6,0.0
19,5.05,219,176,1,0.0
10,2.95,43,88,9,0.0
11,5.94,157,57,8,0.0
15,9.26,310,109,9,0.0
20,7.74,268,179,2,0.0
8,1.17,247,45,10,0.0
11,3.78,14,72,5,0.0
11,2.67,104,167,1,0.0
18,7.97,312,55,4,47.91
0,4.01,29,3,9,42.53
0,7.33,20,61,3,0.0
17,8.26,135,155,7,0.0
14,7.05,135,59,6,14.150000000000006
14,8.09,171,31,3,77.77000000000001
16,7.29,240,33,9,72.37
13,3.33,159,126,6,0.0
20,3.03,87,17,2,100.0
0,9.23,284,155,2,0.0
13,2.92,294,89,7,0.0
16,3.7,274,121,10,0.0
0,1.4,356,127,3,0.0
14,3.71,179,86,8,0.0
9,4.56,271,50,6,0.0
17,3.19,57,21,9,89.07
2,5.23,137,141,1,0.0
17,6.1,270,37,3,74.80000000000001
0,1.51,294,133,5,0.0
17,4.8,327,162,9,0.0
5,6.78,309,52,1,0.0
20,2.42,197,57,10,28.25999999999999
6,1.8,19,28,4,23.400000000000006
2,6.73,100,179,4,0.0
0,3.57,343,162,7,0.0
15,7.82,20,111,5,0.0
6,5.5,349,133,1,0.0
17,9.96,355,27,9,97.38
7,8.09,41,179,1,0.0
1,1.44,253,54,9,0.0
12,7.66,112,80,4,0.0
20,3.25,215,110,1,0.0
16,1.38,291,3,3,100.0
4,7.16,326,116,2,0.0
12,1.76,132,94,4,0.0
3,5.85,327,131,8,0.0
12,5.11,9,48,2,26.33
18,2.68,86,64,8,8.039999999999992
15,9.08,314,24,6,95.24000000000001
7,8.37,219,44,8,10.11
15,8.22,28,97,6,0.0
14,4.96,90,26,10,67.88
4,8.1,5,43,3,3.799999999999997
18,7.9,38,23,4,100.0
3,5.61,68,60,9,0.0
0,6.5,81,60,4,0.0
8,3.85,86,17,1,66.05
5,2.39,30,16,2,47.17
3,7.78,233,93,9,0.0
12,6.31,123,91,6,0.0
4,4.99,166,4,8,64.97
7,1.67,177,108,7,0.0
15,9.79,240,73,2,5.3700000000000045
20,7.83,284,27,1,100.0
3,3.32,45,25,3,20.459999999999994
4,9.68,231,126,5,0.0
2,8.15,174,76,9,0.0
4,6.1,333,95,8,0.0
0,9.12,334,133,8,0.0
18,2.27,41,62,9,9.310000000000002
16,3.98,101,5,8,100.0
16,3.65,279,91,1,0.0
16,8.59,180,94,7,0.0
17,1.09,53,178,10,0.0
3,9.52,241,31,10,16.560000000000002
4,7.8,207,133,7,0.0
6,5.56,28,171,9,0.0
3,5.31,171,97,10,0.0
4,7.22,126,30,10,16.659999999999997
10,6.93,352,16,7,78.28999999999999
1,9.81,288,54,4,0.0
14,4.03,95,145,1,0.0
19,6.32,25,21,2,100.0
10,7.86,60,75,3,0.0
2,2.29,113,31,8,0.0
18,3.14,159,143,5,0.0
3,7.45,171,112,9,0.0
13,2.96,302,40,3,39.379999999999995
14,3.32,124,85,2,0.0
3,9.86,306,152,7,0.0
19,3.88,299,25,8,94.63999999999999
9,8.2,5,158,4,0.0
3,3.92,190,9,3,54.260000000000005
9,4.92,169,114,3,0.0
19,9.8,218,89,7,0.0
14,5.41,284,145,4,0.0
13,5.58,251,144,9,0.0
14,8.03,154,50,10,29.090000000000003
6,1.47,329,40,8,0.0
5,3.14,58,177,10,0.0
6,7.48,252,90,9,0.0
14,4.03,3,156,6,0.0
9,6.2,300,149,10,0.0
12,3.12,166,116,4,0.0
4,5.06,358,133,9,0.0
14,9.76,91,12,10,100.0
2,9.37,301,96,10,0.0
11,6.11,60,99,7,0.0
13,9.48,174,119,8,0.0
16,4.43,47,172,3,0.0
14,2.44,83,124,10,0.0
14,8.54,312,90,10,0.0
15,1.46,65,156,10,0.0
9,7.48,27,44,10,14.439999999999998
8,9.43,137,158,8,0.0
2,8.58,271,108,9,0.0
1,4.0,171,115,5,0.0
5,6.94,111,12,7,61.31999999999999
0,9.61,101,8,2,59.83
16,1.06,273,46,1,39.68000000000001
10,1.21,355,149,10,0.0
1,5.53,190,161,5,0.0
13,7.89,190,172,5,0.0
12,9.13,131,80,6,0.0
6,2.98,194,61,10,0.0
14,5.54,274,28,7,70.12
3,6.72,299,135,8,0.0
18,9.59,60,26,4,100.0
4,1.51,198,131,10,0.0
19,2.89,107,179,8,0.0
4,5.26,288,104,4,0.0
14,4.21,221,25,10,67.63
7,7.22,356,59,6,0.0
0,6.23,87,9,10,35.69
9,8.11,75,33,1,51.83
1,1.27,37,120,4,0.0
4,5.12,221,17,9,37.86
11,3.57,154,176,6,0.0
13,5.5,264,154,8,0.0
3,5.15,12,100,9,0.0
9,9.97,195,172,3,0.0
3,8.12,130,76,2,0.0
16,5.34,350,77,5,0.0
0,9.75,204,10,5,51.75
14,8.66,50,89,9,0.0
11,2.22,272,7,6,88.66
13,2.15,188,6,5,100.0
11,1.36,94,41,5,19.58
17,8.28,18,32,6,86.84
19,3.64,76,136,5,0.0
1,8.35,346,130,4,0.0
5,8.75,133,15,5,63.75
6,2.48,28,63,9,0.0
1,5.72,353,40,3,0.0
5,1.27,36,121,7,0.0
4,1.05,224,25,6,14.150000000000006
1,1.73,188,177,2,0.0
2,7.13,165,127,8,0.0
5,2.54,227,165,7,0.0
1,7.12,299,10,2,53.36
10,3.3,288,50,7,0.0
19,1.31,314,52,10,29.930000000000007
14,5.02,47,145,9,0.0
20,3.56,151,55,6,41.68000000000001
19,2.74,262,114,4,0.0
8,3.06,326,3,2,90.18
4,3.34,301,163,10,0.0
12,9.59,181,53,9,19.27000000000001
13,3.74,286,39,7,37.72
7,6.29,239,130,9,0.0
2,4.51,95,109,6,0.0
14,1.97,353,115,1,0.0
0,9.91,145,125,10,0.0
13,3.61,254,61,7,0.0
12,4.34,290,28,1,65.52
2,6.85,244,147,7,0.0
13,2.71,55,0,8,100.0
19,5.54,273,158,1,0.0
7,2.28,322,155,5,0.0
5,7.26,233,91,10,0.0
18,5.34,47,32,8,80.02000000000001
8,2.8,277,143,10,0.0
17,8.94,291,57,8,35.81999999999999
8,8.94,196,159,9,0.0
20,9.22,97,56,9,52.16
14,8.44,197,8,1,100.0
19,6.04,176,117,10,0.0
17,7.66,143,149,9,0.0
17,8.28,363,159,3,0.0
9,1.56,143,48,9,0.0
17,5.45,118,122,3,0.0
16,8.11,25,13,9,100.0
20,8.9,358,98,3,0.0
11,6.45,156,171,1,0.0
16,8.21,268,120,2,0.0
13,9.89,277,162,4,0.0
11,9.57,151,113,2,0.0
8,5.71,239,111,2,0.0
1,3.36,274,116,8,0.0
1,7.45,214,137,2,0.0
15,2.31,14,9,1,100.0
14,7.11,151,104,8,0.0
20,6.4,259,148,8,0.0
3,2.02,186,95,6,0.0
9,4.21,2,139,2,0.0
0,2.49,12,55,7,0.0
12,5.29,334,50,8,13.870000000000005
5,4.34,149,25,5,30.519999999999996
6,6.55,293,18,9,50.150000000000006
9,9.54,218,65,9,0.0
4,6.88,63,129,1,0.0
6,3.58,201,2,4,80.74
10,5.35,212,167,6,0.0
2,4.54,248,37,3,0.0
3,6.12,299,58,10,0.0
1,4.82,70,16,10,22.460000000000008
8,9.79,46,154,9,0.0
2,7.64,10,44,6,0.0
19,6.02,215,102,1,0.0
11,3.45,361,151,6,0.0
6,8.24,133,117,9,0.0
7,9.29,247,140,8,0.0
5,5.66,176,137,2,0.0
4,3.62,20,36,8,0.0
6,9.91,4,94,1,0.0
14,5.81,339,113,2,0.0
17,4.11,172,2,8,100.0
13,3.06,33,50,7,13.680000000000007
17,2.25,251,103,10,0.0
13,1.92,338,62,8,0.0
8,1.21,126,19,10,40.629999999999995
12,3.83,78,102,5,0.0
19,3.66,331,130,5,0.0
13,4.91,18,27,9,62.22999999999999
4,5.19,263,78,4,0.0
16,1.37,291,172,2,0.0
9,9.16,300,135,1,0.0
6,1.46,13,2,5,72.88
18,6.19,8,89,1,0.0
12,7.48,106,49,5,26.939999999999998
11,2.68,319,73,5,0.0
15,8.98,315,163,7,0.0
13,1.81,334,42,5,28.930000000000007
10,8.37,201,46,3,28.61
10,8.23,167,82,5,0.0
16,6.06,91,82,10,0.0
4,5.09,68,66,1,0.0
5,2.04,90,117,2,0.0
0,4.21,258,117,6,0.0
1,8.93,292,36,3,5.289999999999992
12,7.79,116,151,9,0.0
16,6.14,358,87,4,0.0
7,5.56,70,57,9,0.0
19,3.73,56,55,8,34.19
2,8.94,259,85,1,0.0
15,2.12,257,95,6,0.0
2,7.9,234,166,3,0.0
7,3.58,222,75,4,0.0
11,6.25,177,98,6,0.0
18,4.14,348,1,5,100.0
7,9.22,109,178,5,0.0
13,3.11,320,112,8,0.0
13,9.42,2,0,1,100.0
6,3.46,106,67,1,0.0
8,1.45,44,88,4,0.0
15,3.91,204,50,6,27.72999999999999
8,4.21,230,76,3,0.0
1,2.26,51,139,3,0.0
19,1.59,74,67,7,5.27000000000001
7,7.64,28,29,2,46.92
13,4.44,235,124,7,0.0
8,2.43,334,93,8,0.0
14,7.44,110,163,10,0.0
0,8.17,272,168,6,0.0
7,5.2,96,20,10,45.599999999999994
4,8.79,364,142,4,0.0
5,3.14,333,55,7,0.0
16,6.18,138,18,2,100.0
20,1.65,173,64,8,14.949999999999989
11,6.81,190,76,5,0.0
10,9.0,56,146,4,0.0
5,3.05,213,177,3,0.0
20,4.15,263,45,5,64.94999999999999
0,5.38,304,10,4,40.14
11,5.29,44,164,9,0.0
13,6.79,116,74,2,0.0
16,5.57,341,78,7,0.0
18,8.88,7,113,10,0.0
3,9.35,153,36,2,18.049999999999997
11,8.05,291,112,6,0.0
10,5.82,327,169,5,0.0
17,5.05,327,36,10,63.150000000000006
14,7.43,168,90,6,0.0
12,7.35,304,47,5,30.55000000000001
7,1.73,265,127,3,0.0
1,9.52,294,123,3,0.0
4,9.8,240,74,5,0.0
16,8.62,89,32,9,78.36000000000001
1,6.5,302,133,9,0.0
11,3.33,73,47,3,16.489999999999995
18,3.1,301,92,3,0.0
15,7.82,186,59,5,22.960000000000008
19,6.76,51,135,5,0.0
9,5.44,113,73,1,0.0
4,6.35,236,112,4,0.0
10,2.21,240,81,4,0.0
18,2.44,324,69,7,0.0
7,9.8,87,23,2,65.4
16,6.36,225,102,7,0.0
8,9.18,172,80,9,0.0
13,6.35,222,42,3,45.55000000000001
0,1.43,159,36,4,0.0
1,6.48,114,96,4,0.0
5,9.76,129,23,2,55.28
10,3.61,94,132,4,0.0
15,3.78,250,66,4,0.0
2,4.84,92,77,6,0.0
16,5.98,267,78,4,0.0
9,7.86,348,82,9,0.0
6,2.53,171,75,6,0.0
0,9.64,128,42,5,0.0
3,2.45,294,126,3,0.0
1,9.7,358,24,2,33.099999999999994
4,8.65,327,166,8,0.0
10,7.68,365,19,9,71.53999999999999
18,3.23,163,36,9,64.19
4,9.87,326,13,9,60.11
7,4.29,349,118,3,0.0
8,2.66,216,117,7,0.0
17,4.08,92,172,7,0.0
2,7.23,25,81,7,0.0
8,8.23,256,65,5,0.0
17,7.22,294,27,8,90.66
13,4.76,259,82,10,0.0
8,4.59,166,115,10,0.0
9,7.29,217,46,9,11.370000000000005
7,6.7,11,111,7,0.0
3,4.04,109,51,4,0.0
8,2.08,76,75,6,0.0
15,7.2,168,139,8,0.0
15,7.55,207,97,8,0.0
6,1.36,147,1,1,80.58
3,4.95,160,83,6,0.0
1,9.84,192,145,1,0.0
20,1.54,138,36,3,78.12
2,9.95,243,66,10,0.0
17,4.62,44,2,6,100.0
17,1.92,253,73,4,0.0
0,3.82,357,43,1,0.0
6,1.34,170,176,5,0.0
4,8.2,245,146,8,0.0
11,4.52,151,127,4,0.0
2,9.35,218,25,7,27.549999999999997
16,6.33,143,39,2,67.99000000000001
13,2.69,322,173,9,0.0
12,2.22,222,12,5,85.16
7,6.24,117,91,3,0.0
20,8.7,248,94,6,0.0
11,2.35,273,124,10,0.0
17,1.15,87,150,8,0.0
8,9.23,161,21,5,68.19
9,1.47,70,31,1,35.91
1,4.92,240,169,9,0.0
10,7.04,18,149,4,0.0
2,4.19,352,129,10,0.0
14,6.8,237,12,2,100.0
17,1.71,204,54,7,21.629999999999995
8,9.38,190,175,3,0.0
11,3.99,198,90,5,0.0
10,1.65,46,27,6,41.95
10,1.16,60,135,2,0.0
20,1.42,272,176,5,0.0
16,9.16,174,101,8,0.0
9,9.96,295,143,1,0.0
4,4.09,271,4,1,72.77
6,1.44,248,19,8,34.31999999999999
4,7.37,41,92,2,0.0
19,1.38,97,166,7,0.0
10,2.51,60,144,9,0.0
18,8.86,38,145,4,0.0
6,7.06,9,2,6,88.18
7,2.21,350,121,6,0.0
10,8.82,29,44,7,27.960000000000008
10,1.93,114,6,3,89.29
12,5.11,239,16,3,88.83
19,4.06,132,59,10,24.180000000000007
12,8.48,63,147,5,0.0
6,7.57,290,14,2,71.71000000000001
13,6.71,251,83,4,0.0
19,2.63,305,144,4,0.0
14,1.97,295,128,4,0.0
11,3.12,93,135,5,0.0
3,5.57,228,17,4,41.71000000000001
20,5.19,186,66,5,26.069999999999993
3,1.49,224,151,6,0.0
13,5.77,324,19,7,83.81
0,8.84,317,4,8,56.519999999999996
16,6.92,57,155,8,0.0
17,2.27,113,81,5,0.0
17,2.91,96,40,8,51.72999999999999
5,5.68,12,161,3,0.0
3,8.75,15,132,9,0.0
6,8.0,275,78,5,0.0
15,3.05,294,88,4,0.0
15,4.38,178,85,6,0.0
20,7.52,93,140,1,0.0
10,9.29,241,130,1,0.0
6,8.92,194,0,5,99.25999999999999
12,8.27,177,44,6,37.81
10,4.07,166,0,5,100.0
16,8.72,355,21,1,100.0
12,3.27,127,68,8,0.0
20,4.12,1,43,1,74.86000000000001
15,5.34,152,21,7,88.52000000000001
1,8.4,218,53,6,0.0
1,9.21,260,110,9,0.0
7,4.76,300,148,4,0.0
18,6.72,257,123,3,0.0
9,3.62,12,62,3,0.0
20,8.13,71,66,7,31.889999999999986
3,8.9,187,43,7,0.0
12,2.23,66,97,3,0.0
16,9.31,29,48,4,55.93000000000001
19,2.58,243,122,1,0.0
4,7.9,291,138,4,0.0
5,3.11,241,46,7,0.0
17,2.71,196,77,9,0.0
14,6.08,246,114,6,0.0
1,8.89,57,126,8,0.0
15,4.39,102,16,9,92.66999999999999
3,4.69,330,149,10,0.0
19,1.33,40,140,9,0.0
11,6.19,241,139,2,0.0
12,6.3,17,30,2,65.9
1,4.48,246,33,6,0.0
8,3.8,92,132,8,0.0
9,8.71,59,21,10,64.13
10,7.1,200,143,4,0.0
12,6.89,65,57,10,1.6699999999999875
1,4.03,39,102,6,0.0
4,4.18,9,87,3,0.0
0,4.18,364,150,5,0.0
4,7.5,274,28,10,21.5
4,3.9,218,160,10,0.0
19,9.79,236,51,3,67.87
0,8.44,209,123,1,0.0
2,1.48,111,166,2,0.0
9,8.67,56,29,5,55.50999999999999
11,4.24,147,82,5,0.0
19,7.83,222,67,5,26.99000000000001
7,9.27,155,85,9,0.0
0,6.98,329,169,1,0.0
6,2.96,290,100,2,0.0
20,7.97,253,61,6,42.91
6,2.71,127,102,6,0.0
2,9.43,72,5,1,76.78999999999999
2,9.0,308,2,5,75.5
2,3.56,20,34,8,0.0
11,4.85,328,129,6,0.0
16,1.67,301,9,9,100.0
9,8.47,103,168,8,0.0
3,4.88,273,127,2,0.0
17,1.7,287,113,8,0.0
10,2.71,353,124,9,0.0
20,7.25,178,134,2,0.0
10,5.85,123,169,3,0.0
10,7.71,359,19,3,80.63
8,3.05,341,111,4,0.0
8,5.33,68,30,7,35.489999999999995
4,1.72,307,55,3,0.0
9,2.28,198,4,1,92.34
16,5.05,309,92,10,0.0
16,7.48,262,127,9,0.0
4,3.8,219,124,5,0.0
16,4.41,261,9,2,100.0
20,7.05,187,179,4,0.0
20,1.14,308,113,10,0.0
16,5.08,11,143,9,0.0
4,6.45,169,84,5,0.0
15,2.62,14,143,3,0.0
4,4.9,148,30,5,17.200000000000003
19,2.13,259,148,9,0.0
8,5.81,132,81,5,0.0
17,5.37,39,70,3,6.610000000000014
19,5.28,304,160,9,0.0
19,8.31,178,10,5,100.0
2,2.44,197,149,4,0.0
17,9.37,62,130,2,0.0
13,8.2,124,87,1,0.0
4,4.41,162,139,10,0.0
2,8.21,250,123,3,0.0
3,3.53,57,29,4,11.590000000000003
1,4.18,242,50,8,0.0
20,4.22,323,42,9,65.16
20,7.5,292,39,8,82.5
10,2.88,10,33,7,32.14
8,3.02,342,51,4,0.0
15,9.36,190,175,2,0.0
20,3.36,124,3,8,100.0
5,4.67,143,99,6,0.0
14,2.82,290,73,2,0.0
10,9.92,145,71,8,0.0
14,5.97,347,107,5,0.0
8,3.91,147,18,2,62.730000000000004
10,6.79,310,115,5,0.0
18,3.44,58,94,10,0.0
18,9.82,207,20,5,100.0
4,1.77,72,30,1,13.810000000000002
19,1.57,237,14,1,100.0
10,1.11,292,39,7,14.829999999999998
15,8.74,316,8,9,100.0
19,9.37,310,5,5,100.0
15,2.49,291,129,6,0.0
15,8.56,194,141,10,0.0
4,3.05,278,168,5,0.0
1,6.02,43,57,10,0.0
14,6.92,258,31,8,66.75999999999999
9,6.02,135,178,3,0.0
12,4.19,126,95,1,0.0
20,3.15,231,171,9,0.0
12,5.74,13,11,8,93.22
3,8.29,141,93,8,0.0
13,9.12,38,35,3,67.86000000000001
11,3.91,49,106,6,0.0
19,7.13,256,60,4,40.389999999999986
7,7.46,230,97,4,0.0
5,9.51,259,12,2,76.53
14,2.47,48,112,10,0.0
0,3.25,94,57,9,0.0
8,2.37,343,142,8,0.0
3,1.62,80,133,4,0.0
20,1.59,222,21,1,100.0
0,3.08,210,52,1,0.0
14,3.78,257,80,8,0.0
12,2.15,358,14,6,79.45
7,4.69,199,119,2,0.0
3,3.05,328,69,4,0.0
4,8.17,69,172,3,0.0
20,5.33,23,148,3,0.0
1,4.7,251,64,1,0.0
10,8.69,221,174,10,0.0
10,5.34,221,50,7,5.519999999999996
15,9.52,105,169,3,0.0
9,6.42,328,26,3,57.75999999999999
19,4.22,240,115,2,0.0
3,9.96,221,142,10,0.0
1,4.95,265,169,6,0.0
14,4.39,96,116,3,0.0
13,7.13,79,126,5,0.0
9,3.77,70,11,6,75.31
2,9.53,45,146,7,0.0
12,4.55,351,65,3,0.0
15,8.53,260,138,10,0.0
13,9.87,135,138,6,0.0
16,3.2,179,45,9,36.099999999999994
6,7.79,124,133,4,0.0
11,1.35,228,31,7,36.55
8,3.23,311,79,2,0.0
13,5.82,243,111,5,0.0
14,3.12,230,10,2,100.0
0,5.37,86,92,10,0.0
16,9.66,354,73,10,0.0
14,5.94,346,62,8,1.8199999999999932
11,7.55,185,60,2,4.650000000000006
2,7.7,189,118,4,0.0
9,7.68,46,63,5,0.0
7,3.69,87,126,7,0.0
5,9.91,184,112,4,0.0
8,3.29,191,1,9,84.37
7,4.51,280,47,2,1.5300000000000011
19,8.47,121,147,3,0.0
7,3.4,212,127,7,0.0
9,5.47,71,115,4,0.0
13,8.12,153,144,10,0.0
1,8.89,174,7,5,60.17
17,7.4,190,36,3,80.69999999999999
4,5.09,130,152,3,0.0
19,1.34,331,158,3,0.0
